#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000268.1	1	257	92	257	100	46.5759	38.8	59.7
JRIU01000267.1	1	421	423	421	100	117.428	38.8	59.9
JRIU01000266.1	1	724	332	724	100	63.3964	38.7	58.4
JRIU01000265.1	1	16337	3574	16337	100	31.6101	38.8	59.9
JRIU01000264.1	1	2795	606	2795	100	30.6891	38.7	59.5
JRIU01000263.1	1	1415	378	1380	97.5265	38.1724	38.9	42.9
JRIU01000262.1	1	3968	797	3950	99.5464	28.2694	38.8	18.8
JRIU01000261.1	1	322	87	322	100	26.0528	38.7	43.4
JRIU01000260.1	1	1073	817	1030	95.9925	103.67	39	45.4
JRIU01000259.1	1	39731	9065	39731	100	33.0632	38.9	59.8
JRIU01000258.1	1	2557	2705	2143	83.8092	143.276	38.9	56.8
JRIU01000257.1	1	3663	797	3663	100	31.6156	39	60
JRIU01000256.1	1	1724	268	1684	97.6798	22.4727	38.8	32.7
JRIU01000255.1	1	68639	16054	68625	99.9796	33.9895	38.9	59.4
JRIU01000254.1	1	4950	2145	3378	68.2424	57.7695	38.8	47.2
JRIU01000253.1	1	162921	36667	162401	99.6808	32.6612	38.9	59.9
JRIU01000252.1	1	102309	22363	102077	99.7732	31.3587	38.9	58.9
JRIU01000251.1	1	3620	807	3620	100	31.8895	38.9	60
JRIU01000250.1	1	1881	516	1881	100	37.8389	38.9	53.7
JRIU01000249.1	1	103684	24325	103306	99.6354	33.8512	38.9	59.4
JRIU01000248.1	1	240	50	240	100	24.5167	39.1	45.5
JRIU01000247.1	1	126718	29675	126211	99.5999	33.5563	38.9	59.1
JRIU01000246.1	1	38089	8897	38089	100	33.831	38.9	59.7
JRIU01000245.1	1	336	104	336	100	39.0327	38.9	52.4
JRIU01000244.1	1	40110	9481	40110	100	34.3029	38.9	59.9
JRIU01000243.1	1	9473	3575	9128	96.3581	44.8281	38.9	51.2
JRIU01000242.1	1	26286	5449	26281	99.981	30.0304	38.9	54.6
JRIU01000241.1	1	252	916	252	100	173.246	38.9	45.4
JRIU01000240.1	1	61119	14374	60969	99.7546	33.7495	38.8	57.1
JRIU01000239.1	1	215	184	215	100	82.3442	39.1	58.8
JRIU01000238.1	1	3011	816	3005	99.8007	38.826	38.9	12.9
JRIU01000237.1	1	25567	5991	25418	99.4172	34.0213	38.9	56.6
JRIU01000236.1	1	264	69	264	100	30.8106	38.8	48.6
JRIU01000235.1	1	74472	17173	74045	99.4266	33.3333	38.9	59.7
JRIU01000234.1	1	791	172	603	76.2326	26.0986	38.8	59
JRIU01000233.1	1	5473	1236	5473	100	32.3	38.8	59.3
JRIU01000232.1	1	3434	1001	3425	99.7379	41.8634	38.9	34.8
JRIU01000231.1	1	272	280	272	100	84.1213	38.4	30.8
JRIU01000230.1	1	162216	34621	162147	99.9575	30.9177	38.9	59.9
JRIU01000229.1	1	15387	3360	15339	99.688	31.5733	38.9	57.5
JRIU01000228.1	1	58506	13596	58113	99.3283	32.7643	38.8	57.8
JRIU01000227.1	1	161315	37429	161165	99.907	33.6308	38.9	59.8
JRIU01000226.1	1	4264	1626	2551	59.8265	47.5657	38.5	50.9
JRIU01000225.1	1	37117	8809	37117	100	34.4431	38.9	60
JRIU01000224.1	1	369	77	369	100	26.9675	38.7	54.5
JRIU01000223.1	1	1779	922	1745	98.0888	56.9629	38.9	33.4
JRIU01000222.1	1	66247	14477	66247	100	31.6787	38.9	59.9
JRIU01000221.1	1	59649	12443	59632	99.9715	30.231	38.9	59.5
JRIU01000220.1	1	74430	17043	74430	100	33.1109	38.9	59.8
JRIU01000219.1	1	68300	14786	68300	100	31.4011	38.9	60
JRIU01000218.1	1	251	50	251	100	22.4064	38.8	45
JRIU01000217.1	1	38622	8142	38617	99.9871	30.6269	38.9	58
JRIU01000216.1	1	85747	20477	84988	99.1148	32.3475	38.9	59.8
JRIU01000215.1	1	40602	10901	40516	99.7882	36.6911	38.9	57.8
JRIU01000214.1	1	1586	386	1006	63.43	29.5126	38.9	50.7
JRIU01000213.1	1	100299	23151	100183	99.8843	33.3282	38.9	59.5
JRIU01000212.1	1	97056	22445	96975	99.9165	33.1612	38.8	58.4
JRIU01000211.1	1	253	50	253	100	23.4664	39	50.7
JRIU01000210.1	1	26756	5300	26744	99.9552	28.7072	38.9	58.3
JRIU01000209.1	1	377	136	377	100	46.6207	39	59.6
JRIU01000208.1	1	46428	10788	46404	99.9483	33.6301	38.8	59.8
JRIU01000207.1	1	6441	1358	6417	99.6274	30.0986	38.9	53.4
JRIU01000206.1	1	321	201	321	100	67.3364	39	59.2
JRIU01000205.1	1	54996	8032	54583	99.249	21.122	38.8	9.25
JRIU01000204.1	1	236	62	236	100	32.7203	38.9	52.7
JRIU01000203.1	1	30927	7290	30602	98.9491	33.9287	38.9	59.6
JRIU01000202.1	1	18939	4727	18756	99.0337	33.2123	38.8	57.7
JRIU01000201.1	1	241589	55569	240968	99.743	33.3556	38.9	59.4
JRIU01000200.1	1	18433	4312	17979	97.537	33.6411	38.9	59.8
JRIU01000199.1	1	103298	24348	102919	99.6331	33.9337	38.9	59
JRIU01000198.1	1	283	234	283	100	89.0247	39	59.9
JRIU01000197.1	1	211	446	211	100	190.701	38.9	36.8
JRIU01000196.1	1	1537	319	1206	78.4645	23.9395	38.7	45.8
JRIU01000195.1	1	17280	3918	17273	99.9595	32.8301	38.8	59.1
JRIU01000194.1	1	3526	767	3526	100	31.116	38.8	59.5
JRIU01000193.1	1	2184	548	2083	95.3755	34.576	38.8	57.3
JRIU01000192.1	1	114136	25668	114136	100	32.0502	38.9	59.3
JRIU01000191.1	1	172874	39124	172571	99.8247	32.5622	38.9	59.5
JRIU01000190.1	1	235	142	235	100	49.2766	38.7	34.2
JRIU01000189.1	1	9852	2376	9852	100	33.8191	38.9	57.8
JRIU01000188.1	1	93523	19760	93452	99.9241	30.5097	38.8	59.9
JRIU01000187.1	1	24915	7913	24747	99.3257	43.0959	38.9	47.4
JRIU01000186.1	1	75952	16785	75871	99.8934	31.7473	38.9	59.5
JRIU01000185.1	1	11680	3513	11680	100	42.2415	38.9	57.1
JRIU01000184.1	1	35488	7674	35463	99.9296	31.3275	38.9	58
JRIU01000183.1	1	110511	25178	109812	99.3675	32.7763	38.9	58
JRIU01000182.1	1	210	45	210	100	24.4429	39	43.3
JRIU01000181.1	1	230	666	230	100	271.726	38.9	42.9
JRIU01000180.1	1	8210	4060	4775	58.1608	64.8294	38.8	58.6
JRIU01000179.1	1	4041	1023	4035	99.8515	36.5724	38.8	9.65
JRIU01000178.1	1	15028	3386	14987	99.7272	32.3243	38.8	58.7
JRIU01000177.1	1	76725	17449	76304	99.4513	32.922	38.9	59.8
JRIU01000176.1	1	126538	28763	126245	99.7684	32.851	38.9	59.8
JRIU01000175.1	1	3459	1912	3432	99.2194	70.2469	38.9	49
JRIU01000174.1	1	337	150	337	100	55.5549	38.8	59.6
JRIU01000173.1	1	346	76	346	100	29.263	39	55.9
JRIU01000172.1	1	531	635	380	71.5631	112.158	38.5	22.2
JRIU01000171.1	1	269	390	269	100	159.383	38.8	34.6
JRIU01000170.1	1	20198	4463	20034	99.188	31.9146	38.8	59.9
JRIU01000169.1	1	19962	4401	19958	99.98	31.9473	38.9	58.4
JRIU01000168.1	1	985	1961	698	70.8629	175.262	38.8	37.4
JRIU01000167.1	1	37245	8618	36911	99.1032	33.2786	38.9	59.5
JRIU01000166.1	1	20288	5633	19864	97.9101	34.6703	38.9	52.2
JRIU01000165.1	1	291	55	291	100	25.5636	39	52.7
JRIU01000164.1	1	133823	31637	133692	99.9021	34.2653	38.9	59.9
JRIU01000163.1	1	103880	21740	103666	99.794	30.3115	38.9	59.1
JRIU01000162.1	1	4815	1613	4812	99.9377	48.2125	38.8	43.1
JRIU01000161.1	1	3344	903	3242	96.9498	36.6169	38.9	52.2
JRIU01000160.1	1	1049	556	775	73.8799	49.3603	38.8	56
JRIU01000159.1	1	1845	356	1841	99.7832	27.9859	38.9	14.2
JRIU01000158.1	1	117423	28662	117258	99.8595	34.07	38.9	59.8
JRIU01000157.1	1	307	204	307	100	84.215	39.2	38.3
JRIU01000156.1	1	11105	2650	10895	98.109	34.1831	38.8	59.5
JRIU01000155.1	1	23523	4975	23522	99.9957	30.5856	38.9	57.9
JRIU01000154.1	1	193654	43446	193570	99.9566	32.5735	38.9	59.8
JRIU01000153.1	1	4096	885	4096	100	30.6313	38.8	59.5
JRIU01000152.1	1	4818	1125	4818	100	33.4045	38.8	58.7
JRIU01000151.1	1	6540	3736	6481	99.0979	70.6739	38.9	30.9
JRIU01000150.1	1	612	176	587	95.915	25.4461	38.5	42.7
JRIU01000149.1	1	23978	5528	23976	99.9917	33.4697	38.9	58.7
JRIU01000148.1	1	14492	2975	14415	99.4687	29.7486	38.9	57.6
JRIU01000147.1	1	40134	8448	40080	99.8655	30.5041	38.9	59.6
JRIU01000146.1	1	16573	3487	16573	100	30.5248	38.8	59.9
JRIU01000145.1	1	36783	8672	36267	98.5972	34.192	38.9	59.8
JRIU01000144.1	1	32124	7459	32077	99.8537	32.7172	38.9	59
JRIU01000143.1	1	1433	265	1401	97.7669	26.4689	38.7	18.5
JRIU01000142.1	1	68880	18260	68858	99.9681	37.8815	38.9	58.5
JRIU01000141.1	1	71009	15352	70984	99.9648	31.2909	38.9	58.3
JRIU01000140.1	1	34873	8113	34832	99.8824	33.6573	38.9	59.9
JRIU01000139.1	1	270	275	247	91.4815	80.4815	38.9	59.8
JRIU01000138.1	1	49460	11235	49437	99.9535	32.6664	38.8	59.3
JRIU01000137.1	1	124619	24948	124403	99.8267	28.9323	38.9	43.2
JRIU01000136.1	1	10620	2360	10578	99.6045	30.1766	38.9	51.4
JRIU01000135.1	1	68146	14314	68131	99.978	30.5005	38.9	59.3
JRIU01000134.1	1	2850	1368	1820	63.8596	59.6004	38.8	53.5
JRIU01000133.1	1	336272	79782	335787	99.8558	34.3036	38.9	59.8
JRIU01000132.1	1	36633	7664	36414	99.4022	30.2794	38.9	59.8
JRIU01000131.1	1	70561	15150	70419	99.7988	31.1355	38.9	59.6
JRIU01000130.1	1	434	446	387	89.1705	60.7719	38.1	22.3
JRIU01000129.1	1	20041	4627	20041	100	33.3344	38.9	59.8
JRIU01000128.1	1	4176	885	4159	99.5929	30.2227	38.9	23
JRIU01000127.1	1	24131	5077	24108	99.9047	30.2808	38.9	59.6
JRIU01000126.1	1	133998	29533	133919	99.941	31.8564	38.9	59.5
JRIU01000125.1	1	43186	11137	42939	99.4281	35.2767	38.8	54.1
JRIU01000124.1	1	23266	5313	23049	99.0673	32.1255	38.8	58.4
JRIU01000123.1	1	117283	27039	117156	99.8917	33.098	38.8	59.2
JRIU01000122.1	1	140950	32340	140911	99.9723	33.2692	38.9	59.5
JRIU01000121.1	1	59584	13304	59560	99.9597	32.3829	38.9	59.9
JRIU01000120.1	1	9674	2326	9663	99.8863	34.7501	38.8	40.2
JRIU01000119.1	1	385	191	339	88.0519	32.6831	38.8	49.4
JRIU01000118.1	1	1687	300	1676	99.348	25.7072	38.8	60
JRIU01000117.1	1	211	228	211	100	101.014	38.9	58.7
JRIU01000116.1	1	59626	15310	59325	99.4952	33.9799	38.9	55.8
JRIU01000115.1	1	16715	3975	16634	99.5154	34.0453	38.9	52.7
JRIU01000114.1	1	306	845	306	100	216.82	38.5	37.6
JRIU01000113.1	1	306	602	306	100	186.085	38.8	27.9
JRIU01000112.1	1	7027	1384	7017	99.8577	28.6099	38.9	56.9
JRIU01000111.1	1	263	77	263	100	35.2319	38.5	59.2
JRIU01000110.1	1	6782	2429	6771	99.8378	52.4109	38.9	21.2
JRIU01000109.1	1	10760	2820	10622	98.7175	35.2993	38.8	55.3
JRIU01000108.1	1	29787	6860	29756	99.8959	33.4368	38.9	58.9
JRIU01000107.1	1	409	493	314	76.7726	74.9144	37.7	19.3
JRIU01000106.1	1	755	213	621	82.2517	35.9166	38.7	55.9
JRIU01000105.1	1	759	179	759	100	30.6561	38.9	56.2
JRIU01000104.1	1	42339	8681	42321	99.9575	29.5508	38.9	58
JRIU01000103.1	1	86887	19595	86706	99.7917	31.7385	38.9	58.5
JRIU01000102.1	1	416	80	312	75	20.4832	38.8	40.3
JRIU01000101.1	1	79474	16610	79324	99.8113	30.3292	38.9	59.5
JRIU01000100.1	1	54648	12207	54368	99.4876	32.1199	38.9	59.5
JRIU01000099.1	1	89607	19918	89265	99.6183	31.7369	38.9	58.8
JRIU01000098.1	1	8525	2143	8395	98.4751	33.507	38.9	48.9
JRIU01000097.1	1	46547	11087	46269	99.4028	34.4094	38.9	59.8
JRIU01000096.1	1	1312	189	1300	99.0854	20.7073	38.7	40.7
JRIU01000095.1	1	38291	8755	38184	99.7206	32.7788	38.9	58.6
JRIU01000094.1	1	79276	18728	79105	99.7843	33.8217	38.9	59.5
JRIU01000093.1	1	29202	6044	29192	99.9658	29.8894	38.9	59.3
JRIU01000092.1	1	49227	11200	49227	100	33.0646	38.9	60
JRIU01000091.1	1	563	146	563	100	30.0053	38.8	49.2
JRIU01000090.1	1	4205	2389	2529	60.1427	72.0801	38.8	55.2
JRIU01000089.1	1	127587	28224	127587	100	31.987	38.9	59.2
JRIU01000088.1	1	190015	43578	189451	99.7032	32.4885	38.9	58.2
JRIU01000087.1	1	1754	684	1729	98.5747	54.2782	38.8	48.7
JRIU01000086.1	1	184319	41535	183743	99.6875	32.435	38.9	59.5
JRIU01000085.1	1	103145	22683	102832	99.6965	31.6932	38.9	59.1
JRIU01000084.1	1	25700	6111	25439	98.9844	33.2254	38.8	56.4
JRIU01000083.1	1	3222	1591	2005	62.2284	66.7377	39	59.6
JRIU01000082.1	1	342	190	342	100	62.6637	38.8	59.5
JRIU01000081.1	1	1140	613	1130	99.1228	73.1947	39.1	48.8
JRIU01000080.1	1	265	86	265	100	32.2981	38.9	37.8
JRIU01000079.1	1	14050	3529	14006	99.6868	35.3243	38.9	58.5
JRIU01000078.1	1	72546	16268	72515	99.9573	32.3513	38.9	59
JRIU01000077.1	1	20828	4932	20828	100	34.3085	38.9	59.9
JRIU01000076.1	1	10056	2359	9890	98.3492	33.0101	38.8	52.9
JRIU01000075.1	1	39173	9515	38849	99.1729	34.9538	38.9	59.3
JRIU01000074.1	1	85433	17745	85242	99.7764	29.7774	38.9	59.6
JRIU01000073.1	1	272	143	272	100	67.9449	38.8	58.6
JRIU01000072.1	1	150714	32519	150678	99.9761	31.3077	38.8	59.7
JRIU01000071.1	1	4256	1048	4231	99.4126	34.0383	38.8	57.2
JRIU01000070.1	1	71065	16324	70841	99.6848	33.2741	38.9	59.5
JRIU01000069.1	1	2222	713	2214	99.64	42.8137	38.8	50.1
JRIU01000068.1	1	236	103	236	100	39.822	38.9	38
JRIU01000067.1	1	67078	16484	66944	99.8002	35.0412	38.9	57.6
JRIU01000066.1	1	4142	1243	4142	100	42.5606	38.9	49.9
JRIU01000065.1	1	125219	27790	125219	100	32.1419	38.9	59.7
JRIU01000064.1	1	108796	23961	108603	99.8226	31.9081	38.9	58.9
JRIU01000063.1	1	323	610	323	100	156.164	38.8	40.2
JRIU01000062.1	1	228550	54237	228177	99.8368	33.7545	38.9	59.9
JRIU01000061.1	1	344	850	329	95.6395	156.355	38.1	20.6
JRIU01000060.1	1	41077	8872	40979	99.7614	31.2095	38.9	59.4
JRIU01000059.1	1	213	34	213	100	20.0423	38.5	53.9
JRIU01000058.1	1	78266	17578	77826	99.4378	32.4146	38.9	58.6
JRIU01000057.1	1	49255	11006	49244	99.9777	32.4151	38.9	59
JRIU01000056.1	1	89927	20409	89927	100	32.3498	38.9	58.2
JRIU01000055.1	1	66600	13519	66597	99.9955	29.4644	38.9	59.5
JRIU01000054.1	1	4663	1064	4663	100	32.4338	38.7	59.4
JRIU01000053.1	1	8106	1666	7837	96.6815	29.3116	38.9	59.1
JRIU01000052.1	1	65944	15501	65790	99.7665	33.6942	38.9	59.5
JRIU01000051.1	1	230	311	173	75.2174	135.009	38.9	43.3
JRIU01000050.1	1	8978	3232	8978	100	50.4235	38.9	48.8
JRIU01000049.1	1	2689	685	2689	100	35.244	38.8	56.9
JRIU01000048.1	1	16579	3917	16579	100	34.2618	38.9	59.9
JRIU01000047.1	1	47648	11470	47624	99.9496	34.7041	38.9	59.7
JRIU01000046.1	1	114207	27293	113894	99.7259	34.5631	38.9	59.7
JRIU01000045.1	1	19072	4349	19072	100	31.7688	38.9	59.7
JRIU01000044.1	1	392	180	392	100	52.4847	38.9	47.5
JRIU01000043.1	1	209686	48891	209356	99.8426	33.4124	38.9	58.6
JRIU01000042.1	1	1420	2791	1339	94.2958	206.982	38.7	39.5
JRIU01000041.1	1	80581	17122	80223	99.5557	30.6743	38.9	59.8
JRIU01000040.1	1	2684	3399	2511	93.5544	174.556	38.9	58.7
JRIU01000039.1	1	4389	2178	2470	56.2771	59.2727	38.9	53.6
JRIU01000038.1	1	19970	4778	19945	99.8748	34.5824	38.9	59.6
JRIU01000037.1	1	243759	54991	243503	99.895	32.7256	38.9	59.7
JRIU01000036.1	1	41874	9292	41551	99.2286	32.2344	38.9	59
JRIU01000035.1	1	35501	8378	35297	99.4254	34.2299	38.9	59.6
JRIU01000034.1	1	7726	1793	7716	99.8706	33.3059	38.9	56.7
JRIU01000033.1	1	63080	13852	63057	99.9635	31.9337	38.9	59.5
JRIU01000032.1	1	112697	25592	112322	99.6672	32.3514	38.8	59.5
JRIU01000031.1	1	128238	28849	126805	98.8825	32.181	38.9	59.2
JRIU01000030.1	1	102607	22239	101912	99.3227	31.4358	38.9	59.9
JRIU01000029.1	1	2889	842	2889	100	41.1703	38.9	59.3
JRIU01000028.1	1	976	1059	675	69.1598	101.302	39	43.3
JRIU01000027.1	1	200129	45347	199871	99.8711	32.7248	38.9	59.8
JRIU01000026.1	1	92597	19854	92369	99.7538	31.0449	38.9	59.7
JRIU01000025.1	1	697	189	674	96.7001	31.2783	38.9	51.8
JRIU01000024.1	1	7628	1726	7364	96.5391	32.3166	38.9	59.5
JRIU01000023.1	1	2917	633	2917	100	30.9739	38.8	59.4
JRIU01000022.1	1	2797	722	2797	100	36.4262	38.9	59.5
JRIU01000021.1	1	43940	10146	43905	99.9203	33.4294	38.9	59.1
JRIU01000020.1	1	582	224	406	69.7595	35.4467	38.9	53.8
JRIU01000019.1	1	99425	22538	99347	99.9215	32.6933	38.9	59.5
JRIU01000018.1	1	100695	22793	100417	99.7239	32.7173	38.9	59.9
JRIU01000017.1	1	1644	383	1586	96.472	29.455	38.9	55.4
JRIU01000016.1	1	90696	21209	90249	99.5071	32.7358	38.9	58.7
JRIU01000015.1	1	339	142	339	100	44	38.5	45.4
JRIU01000014.1	1	53418	11929	53339	99.8521	32.4045	38.9	59.3
JRIU01000013.1	1	8324	2009	8117	97.5132	34.6669	38.9	59.6
JRIU01000012.1	1	150181	34323	149970	99.8595	33.0491	38.9	59.8
JRIU01000011.1	1	1490	323	1488	99.8658	31.1081	38.9	41.5
JRIU01000010.1	1	32399	7346	32399	100	32.8978	38.9	54.3
JRIU01000009.1	1	57716	14024	57399	99.4508	35.1274	38.9	59
JRIU01000008.1	1	13055	2944	13030	99.8085	32.4876	38.8	59.5
JRIU01000007.1	1	260032	58473	259875	99.9396	32.458	38.9	59.5
JRIU01000006.1	1	81554	17204	81360	99.7621	30.461	38.9	57.8
JRIU01000005.1	1	679	197	679	100	37.7246	38.9	56.8
JRIU01000004.1	1	81668	18188	81415	99.6902	31.951	38.9	58.4
JRIU01000003.1	1	65673	15112	65263	99.3757	32.4479	38.8	58.1
JRIU01000002.1	1	114563	24813	113710	99.2554	31.3506	38.8	59.4
JRIU01000001.1	1	9053	2434	9053	100	37.5117	38.9	58.5
JRIU01000415.1	1	230	1265	230	100	662.03	39.1	59.1
JRIU01000414.1	1	2135	6361	2135	100	404.82	38.9	59.5
JRIU01000413.1	1	686	1148	686	100	204.643	38.9	56.9
JRIU01000412.1	1	266	587	266	100	223.94	39	59.2
JRIU01000411.1	1	1143	4394	1143	100	555.894	39	60
JRIU01000410.1	1	201	581	201	100	341.119	38.7	59.8
JRIU01000409.1	1	593	2159	593	100	424.204	38.8	58
JRIU01000408.1	1	1121	1565	1121	100	195.686	38.8	59.8
JRIU01000407.1	1	1511	7016	1511	100	660.91	39	59.9
JRIU01000406.1	1	4960	24369	4960	100	705.221	38.9	60
JRIU01000405.1	1	709	1920	709	100	358.378	38.9	57.1
JRIU01000404.1	1	3602	12248	3602	100	492.39	38.9	60
JRIU01000403.1	1	1135	2738	1135	100	337.522	39	60
JRIU01000402.1	1	2698	7130	2698	100	375.049	39	59.5
JRIU01000401.1	1	2066	4784	2066	100	332.427	39	59.9
JRIU01000400.1	1	6091	20738	6091	100	490.301	38.9	60
JRIU01000399.1	1	3589	12355	3589	100	495.632	39	60
JRIU01000398.1	1	724	1186	724	100	185.876	38.8	60
JRIU01000397.1	1	1785	3553	1785	100	281.9	39	57.2
