#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000281.1	1	302	1363	302	100	479.99	39.1	60
JRIU01000280.1	1	226	369	226	100	177.088	39.1	33.1
JRIU01000279.1	1	229	157	229	100	61.9039	38.7	50.6
JRIU01000278.1	1	387	200	387	100	66.8889	39.2	59.1
JRIU01000277.1	1	212	1497	212	100	664.925	39.4	59.5
JRIU01000276.1	1	300	359	300	100	107.81	39.1	52.9
JRIU01000275.1	1	210	527	210	100	272.99	39.1	48.4
JRIU01000274.1	1	247	2226	247	100	817.526	39.2	59.8
JRIU01000273.1	1	252	253	252	100	113.393	39.3	59.4
JRIU01000272.1	1	6186	3470	6186	100	81.7029	39.2	59.6
JRIU01000271.1	1	342	208	342	100	75.0994	39.2	58.6
JRIU01000270.1	1	251	257	251	100	106	39.4	59.9
JRIU01000269.1	1	262	363	262	100	122.45	39.1	48.9
JRIU01000268.1	1	257	107	257	100	54.4825	39	59.1
JRIU01000267.1	1	421	482	421	100	137.439	39.1	59.8
JRIU01000266.1	1	724	333	724	100	65.6188	39	58.9
JRIU01000265.1	1	16337	3843	16337	100	34.5961	39.1	59.8
JRIU01000264.1	1	2795	666	2795	100	34.4798	39.1	59.5
JRIU01000263.1	1	1415	478	1386	97.9505	48.8516	39.2	42.8
JRIU01000262.1	1	3968	797	3961	99.8236	28.874	39	17.3
JRIU01000261.1	1	322	94	322	100	28.2453	39	39.7
JRIU01000260.1	1	1073	927	1073	100	117.848	39.1	46.4
JRIU01000259.1	1	39731	9624	39731	100	35.6321	39.1	59.8
JRIU01000258.1	1	2557	3011	2259	88.3457	161.038	39	56.7
JRIU01000257.1	1	3663	920	3663	100	36.9216	39.1	60
JRIU01000256.1	1	1724	283	1715	99.478	24.2662	39.1	29.6
JRIU01000255.1	1	68639	17155	68587	99.9242	36.9584	39.2	59.4
JRIU01000254.1	1	4950	2615	3342	67.5152	71.8511	39	48.7
JRIU01000253.1	1	162921	38903	162408	99.6851	35.2201	39.1	59.9
JRIU01000252.1	1	102309	24555	102078	99.7742	34.9665	39.1	58.9
JRIU01000251.1	1	3620	820	3620	100	33.021	39.2	60
JRIU01000250.1	1	1881	575	1881	100	42.4434	39.1	53.5
JRIU01000249.1	1	103684	25425	103302	99.6316	35.9925	39.1	59.5
JRIU01000248.1	1	240	50	240	100	25.7	39.4	46.7
JRIU01000247.1	1	126718	30987	126205	99.5952	35.6562	39.1	59.2
JRIU01000246.1	1	38089	9220	38089	100	35.6275	39.2	59.7
JRIU01000245.1	1	336	83	336	100	30.0714	38.9	54.3
JRIU01000244.1	1	40110	10190	40110	100	37.496	39.2	59.9
JRIU01000243.1	1	9473	4104	9127	96.3475	52.6724	39.1	51.5
JRIU01000242.1	1	26286	5754	26284	99.9924	32.3228	39.2	55
JRIU01000241.1	1	252	1115	252	100	216.532	39.2	48.3
JRIU01000240.1	1	61119	15661	60967	99.7513	37.4569	39.1	56.9
JRIU01000239.1	1	215	233	215	100	101.167	39.3	59
JRIU01000238.1	1	3011	955	3000	99.6347	46.3148	39.1	12.4
JRIU01000237.1	1	25567	6543	25423	99.4368	37.7576	39.1	57
JRIU01000236.1	1	264	83	264	100	40.5947	39.2	52.4
JRIU01000235.1	1	74472	17770	74073	99.4642	35.0395	39.1	59.7
JRIU01000234.1	1	791	175	603	76.2326	26.976	39	58.9
JRIU01000233.1	1	5473	1463	5473	100	38.6722	39.1	59.1
JRIU01000232.1	1	3434	1150	3428	99.8253	49.2181	39.2	32.8
JRIU01000231.1	1	272	300	272	100	89.9375	38.6	28.9
JRIU01000230.1	1	162216	36733	162142	99.9544	33.3062	39.1	59.9
JRIU01000229.1	1	15387	3479	15379	99.948	33.2508	39.1	57
JRIU01000228.1	1	58506	14472	58104	99.3129	35.6263	39.1	58.3
JRIU01000227.1	1	161315	40445	161142	99.8928	36.894	39.2	59.8
JRIU01000226.1	1	4264	1982	2549	59.7795	59.5312	38.7	49.2
JRIU01000225.1	1	37117	9503	37117	100	37.7435	39.1	60
JRIU01000224.1	1	369	91	369	100	32.2304	39.2	52.7
JRIU01000223.1	1	1779	1017	1751	98.4261	63.9904	39	35.5
JRIU01000222.1	1	66247	15239	66247	100	33.8914	39.2	59.9
JRIU01000221.1	1	59649	13601	59632	99.9715	33.6048	39.1	59.5
JRIU01000220.1	1	74430	18204	74430	100	35.9294	39.2	59.8
JRIU01000219.1	1	68300	16046	68300	100	34.6482	39.1	60
JRIU01000218.1	1	251	74	251	100	36.4582	39.1	50.7
JRIU01000217.1	1	38622	8813	38621	99.9974	33.6898	39.1	58.2
JRIU01000216.1	1	85747	21344	84989	99.116	34.4159	39.1	59.8
JRIU01000215.1	1	40602	11447	40518	99.7931	39.3935	39.1	58.1
JRIU01000214.1	1	1586	471	1006	63.43	37.9653	39.1	53.4
JRIU01000213.1	1	100299	24140	100183	99.8843	35.2468	39.1	59.4
JRIU01000212.1	1	97056	24244	96976	99.9176	36.3849	39.1	58.2
JRIU01000211.1	1	253	74	253	100	33.7036	39.3	50.7
JRIU01000210.1	1	26756	6015	26750	99.9776	33.2038	39.1	57.6
JRIU01000209.1	1	377	175	377	100	60.3687	39.2	59.3
JRIU01000208.1	1	46428	11247	46404	99.9483	35.6761	39.1	59.8
JRIU01000207.1	1	6441	1425	6391	99.2237	32.3192	39.1	53.3
JRIU01000206.1	1	321	277	321	100	90.2087	39.1	58.2
JRIU01000205.1	1	54996	8983	54562	99.2109	24.0026	39.1	10.1
JRIU01000204.1	1	236	74	236	100	39.8347	39.1	51.6
JRIU01000203.1	1	30927	7485	30605	98.9588	35.3102	39.2	59.6
JRIU01000202.1	1	18939	4816	18755	99.0285	34.8646	39.1	57.9
JRIU01000201.1	1	241589	58897	240942	99.7322	35.886	39.1	59.4
JRIU01000200.1	1	18433	4587	17973	97.5045	36.4048	39.1	59.8
JRIU01000199.1	1	103298	26086	102921	99.635	36.9948	39.1	58.8
JRIU01000198.1	1	283	235	283	100	87.9894	39.1	59.9
JRIU01000197.1	1	211	496	211	100	208.109	39.1	37.5
JRIU01000196.1	1	1537	393	1206	78.4645	30.0729	39.2	45.4
JRIU01000195.1	1	17280	4058	17278	99.9884	34.6073	39.2	59
JRIU01000194.1	1	3526	839	3526	100	34.749	39.2	59.4
JRIU01000193.1	1	2184	529	2086	95.5128	33.772	39.1	57
JRIU01000192.1	1	114136	27316	114136	100	34.777	39.1	59.4
JRIU01000191.1	1	172874	40395	172574	99.8265	34.225	39.1	59.5
JRIU01000190.1	1	235	173	235	100	60.8638	39	37.3
JRIU01000189.1	1	9852	2673	9852	100	38.6848	39.1	57.6
JRIU01000188.1	1	93523	20723	93453	99.9252	32.5385	39.1	59.8
JRIU01000187.1	1	24915	8824	24747	99.3257	48.4799	39.2	46.4
JRIU01000186.1	1	75952	18049	75871	99.8934	34.8574	39.1	59.7
JRIU01000185.1	1	11680	3634	11680	100	44.4653	39.2	57.6
JRIU01000184.1	1	35488	8078	35462	99.9267	33.5154	39.1	57.6
JRIU01000183.1	1	110511	27026	109807	99.363	35.7168	39.1	58
JRIU01000182.1	1	210	70	210	100	37.9571	39	38
JRIU01000181.1	1	230	646	230	100	270.574	39.2	42.1
JRIU01000180.1	1	8210	4703	4781	58.2339	75.518	39	58.6
JRIU01000179.1	1	4041	1226	4035	99.8515	44.5853	39	8.52
JRIU01000178.1	1	15028	3707	14987	99.7272	36.0122	39.1	59.2
JRIU01000177.1	1	76725	18809	76333	99.4891	36.0823	39.1	59.8
JRIU01000176.1	1	126538	30862	126243	99.7669	35.8493	39.1	59.8
JRIU01000175.1	1	3459	1921	3392	98.063	71.8578	39.1	48.5
JRIU01000174.1	1	337	191	337	100	72.7478	39.1	59.4
JRIU01000173.1	1	346	106	346	100	37.5867	39.3	48.8
JRIU01000172.1	1	531	755	379	71.3748	137.716	38.7	21.9
JRIU01000171.1	1	269	454	269	100	188.216	39.1	32.2
JRIU01000170.1	1	20198	4693	20031	99.1732	34.1205	39.1	59.8
JRIU01000169.1	1	19962	4628	19956	99.9699	34.1515	39.2	58.2
JRIU01000168.1	1	985	1967	699	70.9645	176.745	39	36.1
JRIU01000167.1	1	37245	9251	36909	99.0979	36.2391	39.1	59.5
JRIU01000166.1	1	20288	5579	19850	97.8411	34.1084	39.1	51.9
JRIU01000165.1	1	291	66	291	100	29.5017	38.8	45.4
JRIU01000164.1	1	133823	34256	133692	99.9021	37.7093	39.1	59.9
JRIU01000163.1	1	103880	22827	103641	99.7699	32.372	39.2	59.1
JRIU01000162.1	1	4815	1988	4806	99.8131	59.8507	39.1	42.8
JRIU01000161.1	1	3344	965	3253	97.2787	39.3846	39.1	52.9
JRIU01000160.1	1	1049	703	776	73.9752	60.9733	38.9	55.9
JRIU01000159.1	1	1845	437	1810	98.103	34.9241	39.2	14.9
JRIU01000158.1	1	117423	29803	117259	99.8603	36.3321	39.1	59.8
JRIU01000157.1	1	307	244	307	100	97.2573	39.3	37.4
JRIU01000156.1	1	11105	2683	10895	98.109	35.0612	39.1	59.3
JRIU01000155.1	1	23523	5131	23518	99.9787	32.1757	39.1	58.3
JRIU01000154.1	1	193654	46015	193570	99.9566	35.0908	39.1	59.8
JRIU01000153.1	1	4096	889	4096	100	31.4045	39.1	59.1
JRIU01000152.1	1	4818	1119	4818	100	33.5054	39.1	58.4
JRIU01000151.1	1	6540	4268	6482	99.1131	82.6454	39.1	30.9
JRIU01000150.1	1	612	224	588	96.0784	30.8644	38.7	45.8
JRIU01000149.1	1	23978	6130	23972	99.975	37.7126	39.1	58.2
JRIU01000148.1	1	14492	3126	14492	100	31.7738	39.1	56.5
JRIU01000147.1	1	40134	9064	40105	99.9277	33.2706	39.1	59.6
JRIU01000146.1	1	16573	3565	16573	100	31.7034	39.1	60
JRIU01000145.1	1	36783	9220	36267	98.5972	36.9842	39.1	59.8
JRIU01000144.1	1	32124	7898	32064	99.8132	34.8361	39.1	58.7
JRIU01000143.1	1	1433	336	1425	99.4417	34.3343	38.9	19.7
JRIU01000142.1	1	68880	19674	68858	99.9681	41.4844	39.1	58.5
JRIU01000141.1	1	71009	16232	70955	99.924	33.6169	39.1	58.3
JRIU01000140.1	1	34873	8512	34833	99.8853	35.9318	39.2	59.9
JRIU01000139.1	1	270	273	247	91.4815	79.7741	39	59.7
JRIU01000138.1	1	49460	12155	49439	99.9575	35.9058	39.1	59.3
JRIU01000137.1	1	124619	27384	124377	99.8058	32.2661	39.1	43.1
JRIU01000136.1	1	10620	2356	10578	99.6045	30.3655	39.1	50.4
JRIU01000135.1	1	68146	15059	68122	99.9648	32.6118	39.2	59.4
JRIU01000134.1	1	2850	1843	1836	64.4211	81.4214	38.9	54
JRIU01000133.1	1	336272	84741	335794	99.8579	37.068	39.1	59.8
JRIU01000132.1	1	36633	8258	36416	99.4076	33.222	39.1	59.8
JRIU01000131.1	1	70561	15645	70423	99.8044	32.6778	39.1	59.2
JRIU01000130.1	1	434	474	388	89.4009	70.6429	38.4	27.7
JRIU01000129.1	1	20041	5002	20041	100	36.7606	39.2	59.7
JRIU01000128.1	1	4176	1029	4162	99.6648	35.2962	39	23.6
JRIU01000127.1	1	24131	5434	24109	99.9088	33.1006	39.1	59.7
JRIU01000126.1	1	133998	30871	133919	99.941	33.8563	39.1	59.5
JRIU01000125.1	1	43186	11492	42937	99.4234	36.8128	39.1	53.6
JRIU01000124.1	1	23266	5840	23050	99.0716	35.949	39.1	58.5
JRIU01000123.1	1	117283	28846	117164	99.8985	35.8672	39.1	59.2
JRIU01000122.1	1	140950	34797	140920	99.9787	36.352	39.1	59.6
JRIU01000121.1	1	59584	14213	59562	99.9631	35.2583	39.1	60
JRIU01000120.1	1	9674	2558	9665	99.907	38.7201	39.1	39.2
JRIU01000119.1	1	385	196	338	87.7922	34.2494	39.3	51.4
JRIU01000118.1	1	1687	305	1644	97.4511	26.3663	39	60
JRIU01000117.1	1	211	195	211	100	83.872	39.1	59
JRIU01000116.1	1	59626	16487	59331	99.5052	37.3505	39.1	55.9
JRIU01000115.1	1	16715	4178	16614	99.3958	36.2188	39.1	52.9
JRIU01000114.1	1	306	1030	306	100	242.31	39	36.2
JRIU01000113.1	1	306	569	306	100	183.82	38.9	26.7
JRIU01000112.1	1	7027	1446	7023	99.9431	30.4476	39.1	57.3
JRIU01000111.1	1	263	88	263	100	37.4715	39.2	58.1
JRIU01000110.1	1	6782	2600	6766	99.7641	56.4786	39.1	20.9
JRIU01000109.1	1	10760	3025	10621	98.7082	38.3212	39.1	55
JRIU01000108.1	1	29787	7001	29751	99.8791	34.6241	39.2	58.9
JRIU01000107.1	1	409	545	313	76.5281	83.1932	38	17.6
JRIU01000106.1	1	755	260	618	81.8543	43.1338	38.8	55
JRIU01000105.1	1	759	170	759	100	30.5837	39.1	56.5
JRIU01000104.1	1	42339	9833	42317	99.948	34.0661	39.2	58.1
JRIU01000103.1	1	86887	20433	86698	99.7825	33.759	39.1	58.8
JRIU01000102.1	1	416	97	313	75.2404	24.9303	39	39.6
JRIU01000101.1	1	79474	17561	79356	99.8515	32.6066	39.1	59.5
JRIU01000100.1	1	54648	13397	54369	99.4895	35.8856	39.1	59.4
JRIU01000099.1	1	89607	21106	89259	99.6116	34.236	39.1	58.8
JRIU01000098.1	1	8525	2583	8394	98.4633	40.774	39.1	49.7
JRIU01000097.1	1	46547	11548	46268	99.4006	36.423	39.1	59.8
JRIU01000096.1	1	1312	252	1300	99.0854	28.0892	39.2	45.7
JRIU01000095.1	1	38291	9423	38183	99.7179	35.8014	39.1	58.2
JRIU01000094.1	1	79276	19764	79106	99.7856	36.2641	39.1	59.4
JRIU01000093.1	1	29202	6808	29197	99.9829	34.1376	39.2	59.1
JRIU01000092.1	1	49227	12209	49227	100	36.5898	39.2	59.9
JRIU01000091.1	1	563	195	563	100	41.6252	39.1	52.5
JRIU01000090.1	1	4205	2726	2683	63.805	82.7919	38.8	55.2
JRIU01000089.1	1	127587	30207	127581	99.9953	34.8227	39.1	59.2
JRIU01000088.1	1	190015	45578	189428	99.6911	34.6629	39.1	58.4
JRIU01000087.1	1	1754	706	1724	98.2896	55.175	39.2	48.6
JRIU01000086.1	1	184319	43737	183741	99.6864	34.7497	39.1	59.5
JRIU01000085.1	1	103145	24890	102832	99.6965	35.3658	39.1	59.1
JRIU01000084.1	1	25700	6817	25443	99	37.6295	39.1	56.6
JRIU01000083.1	1	3222	1948	2006	62.2595	82.734	39.1	59.6
JRIU01000082.1	1	342	203	342	100	67.7076	39.2	59.6
JRIU01000081.1	1	1140	728	1140	100	87.643	39.2	46.1
JRIU01000080.1	1	265	103	265	100	40.1321	39.1	42.8
JRIU01000079.1	1	14050	3849	14004	99.6726	39.1259	39.1	58.8
JRIU01000078.1	1	72546	17715	72514	99.9559	35.7771	39.1	58.9
JRIU01000077.1	1	20828	5251	20828	100	37.1208	39.1	59.8
JRIU01000076.1	1	10056	2294	9889	98.3393	32.5916	39.2	52.4
JRIU01000075.1	1	39173	10224	38852	99.1806	38.1714	39.2	59.2
JRIU01000074.1	1	85433	20243	85244	99.7788	34.5772	39.1	59.6
JRIU01000073.1	1	272	141	272	100	66.4926	39.2	58
JRIU01000072.1	1	150714	34527	150669	99.9701	33.7879	39.1	59.6
JRIU01000071.1	1	4256	1085	4232	99.4361	35.7479	39.2	56.6
JRIU01000070.1	1	71065	17168	70821	99.6567	35.6079	39.1	59.7
JRIU01000069.1	1	2222	829	2217	99.775	50.6796	39.1	49.7
JRIU01000068.1	1	236	98	236	100	37.8602	38.9	38.6
JRIU01000067.1	1	67078	17395	66963	99.8286	37.5001	39.1	57.4
JRIU01000066.1	1	4142	1348	4142	100	46.7991	39.2	50
JRIU01000065.1	1	125219	29502	125219	100	34.673	39.1	59.7
JRIU01000064.1	1	108796	24884	108604	99.8235	33.7127	39.2	58.9
JRIU01000063.1	1	323	509	323	100	134.517	39.1	38.6
JRIU01000062.1	1	228550	56442	228177	99.8368	35.8038	39.1	59.9
JRIU01000061.1	1	344	907	328	95.3488	169.235	38.1	16.2
JRIU01000060.1	1	41077	9171	40979	99.7614	32.8206	39.2	59.4
JRIU01000059.1	1	213	59	213	100	32.5775	39.2	53.6
JRIU01000058.1	1	78266	18627	77834	99.448	34.8514	39.1	58.5
JRIU01000057.1	1	49255	11912	49228	99.9452	35.6959	39.1	59
JRIU01000056.1	1	89927	21914	89927	100	35.3579	39.1	58.3
JRIU01000055.1	1	66600	14404	66600	100	31.917	39.1	59.4
JRIU01000054.1	1	4663	1114	4663	100	34.6305	39.1	58.8
JRIU01000053.1	1	8106	1934	7837	96.6815	34.5681	39.1	58.6
JRIU01000052.1	1	65944	16198	65800	99.7816	35.8431	39.1	59.5
JRIU01000051.1	1	230	357	173	75.2174	157.222	39.3	40.8
JRIU01000050.1	1	8978	3520	8978	100	55.6423	39.1	47.8
JRIU01000049.1	1	2689	787	2689	100	41.6925	39.1	57.7
JRIU01000048.1	1	16579	4097	16579	100	36.4629	39.2	59.9
JRIU01000047.1	1	47648	12063	47625	99.9517	37.1659	39.2	59.7
JRIU01000046.1	1	114207	27951	113894	99.7259	35.9661	39.2	59.7
JRIU01000045.1	1	19072	4457	19072	100	33.2426	39.2	59.7
JRIU01000044.1	1	392	189	392	100	54.7908	39	47.5
JRIU01000043.1	1	209686	51681	209354	99.8417	35.8308	39.1	58.4
JRIU01000042.1	1	1420	3110	1338	94.2254	231.98	38.9	37.6
JRIU01000041.1	1	80581	18744	80223	99.5557	34.0955	39.1	59.7
JRIU01000040.1	1	2684	3771	2510	93.5171	195.801	39.1	58.7
JRIU01000039.1	1	4389	2443	2484	56.596	67.8444	39	54.1
JRIU01000038.1	1	19970	4998	19946	99.8798	36.7046	39.1	59.6
JRIU01000037.1	1	243759	59312	243542	99.911	35.8942	39.1	59.7
JRIU01000036.1	1	41874	10378	41554	99.2358	36.5641	39.1	59.2
JRIU01000035.1	1	35501	8969	35297	99.4254	37.1032	39.1	59.6
JRIU01000034.1	1	7726	1921	7710	99.7929	36.4205	39.2	57
JRIU01000033.1	1	63080	14776	63074	99.9905	34.5722	39.2	59.3
JRIU01000032.1	1	112697	26523	112322	99.6672	34.2255	39.1	59.5
JRIU01000031.1	1	128238	31085	126796	98.8755	35.3174	39.1	59.1
JRIU01000030.1	1	102607	23652	101911	99.3217	33.9718	39.1	59.9
JRIU01000029.1	1	2889	887	2889	100	44.6314	39.2	59.4
JRIU01000028.1	1	976	1362	676	69.2623	128.78	39.2	41.9
JRIU01000027.1	1	200129	48471	199878	99.8746	35.563	39.2	59.8
JRIU01000026.1	1	92597	20825	92372	99.757	33.1461	39.1	59.7
JRIU01000025.1	1	697	263	673	96.5567	41.835	39.3	48.8
JRIU01000024.1	1	7628	1658	7363	96.526	31.5159	39.1	59.6
JRIU01000023.1	1	2917	640	2917	100	31.8879	39.2	58.8
JRIU01000022.1	1	2797	765	2797	100	38.7651	39.2	59.2
JRIU01000021.1	1	43940	10756	43855	99.8066	36.0498	39.1	59.2
JRIU01000020.1	1	582	276	405	69.5876	45.5876	39.1	52.4
JRIU01000019.1	1	99425	24283	99347	99.9215	35.8171	39.1	59.5
JRIU01000018.1	1	100695	24304	100412	99.719	35.4983	39.1	59.8
JRIU01000017.1	1	1644	470	1586	96.472	37.3333	39.2	56.9
JRIU01000016.1	1	90696	22703	90252	99.5105	35.9427	39.1	58.9
JRIU01000015.1	1	339	120	339	100	37.7552	39.2	47.6
JRIU01000014.1	1	53418	12790	53379	99.927	35.2244	39.1	59.4
JRIU01000013.1	1	8324	1987	8117	97.5132	34.9136	39.1	59.6
JRIU01000012.1	1	150181	36249	149972	99.8608	35.4606	39.2	59.8
JRIU01000011.1	1	1490	350	1485	99.6644	34.2255	39.2	40.2
JRIU01000010.1	1	32399	7953	32399	100	36.242	39.1	55
JRIU01000009.1	1	57716	14797	57399	99.4508	37.6834	39.1	58.8
JRIU01000008.1	1	13055	3224	13030	99.8085	36.106	39.1	59.5
JRIU01000007.1	1	260032	61786	259876	99.94	34.8673	39.1	59.4
JRIU01000006.1	1	81554	18753	81360	99.7621	33.692	39.1	57.8
JRIU01000005.1	1	679	210	679	100	40.0059	39.1	58.7
JRIU01000004.1	1	81668	19841	81433	99.7122	35.4894	39.1	58.6
JRIU01000003.1	1	65673	16385	65262	99.3742	35.9912	39.1	58.5
JRIU01000002.1	1	114563	26087	113719	99.2633	33.5586	39.1	59.3
JRIU01000001.1	1	9053	2572	9053	100	40.3159	39.1	58.5
JRIU01000415.1	1	230	1532	230	100	797.835	39.2	59.3
JRIU01000413.1	1	686	1314	686	100	240.736	39.1	57.6
JRIU01000412.1	1	266	714	266	100	273.703	39	59.1
JRIU01000411.1	1	1143	5061	1143	100	645.857	39.2	60
JRIU01000410.1	1	201	646	201	100	379.065	39	59.8
JRIU01000408.1	1	1121	1917	1121	100	242.753	38.9	59.8
JRIU01000407.1	1	1511	8270	1511	100	786.008	39.2	59.9
JRIU01000406.1	1	4960	28029	4960	100	821.484	39.2	60
JRIU01000405.1	1	709	2237	709	100	420.968	39.1	56.8
JRIU01000404.1	1	3602	14162	3602	100	575.088	39.1	60
JRIU01000403.1	1	1135	3261	1135	100	403.759	39	60
JRIU01000402.1	1	2698	8075	2698	100	428.55	39.2	59.5
JRIU01000401.1	1	2066	5341	2066	100	375.785	39.2	60
JRIU01000400.1	1	6091	24049	6091	100	575.213	39.1	60
JRIU01000399.1	1	3589	14607	3589	100	592.137	39.2	60
JRIU01000398.1	1	724	1382	724	100	216.796	39	59.8
JRIU01000397.1	1	1785	4116	1785	100	330.146	39.1	57.2
JRIU01000396.1	1	4047	7457	3379	83.4939	269.006	39.2	58.3
JRIU01000395.1	1	314	592	312	99.3631	211.459	38.9	48.3
JRIU01000394.1	1	3612	12040	3612	100	477.548	39.2	58.7
