#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000267.1	1	421	606	421	100	170.812	39	59.9
JRIU01000266.1	1	724	380	724	100	74.3978	38.9	59.5
JRIU01000265.1	1	16337	4367	16337	100	39.236	39.1	59.8
JRIU01000264.1	1	2795	731	2795	100	37.7971	39	59.6
JRIU01000263.1	1	1415	522	1411	99.7173	53.0226	39	44.8
JRIU01000262.1	1	3968	929	3968	100	33.7424	39.1	19
JRIU01000261.1	1	322	115	322	100	34.4596	38.7	38.8
JRIU01000260.1	1	1073	1311	1073	100	164.496	39.1	47.8
JRIU01000259.1	1	39731	11121	39731	100	41.0783	39.1	59.8
JRIU01000258.1	1	2557	4116	2220	86.8205	218.775	39	56.5
JRIU01000257.1	1	3663	1088	3663	100	43.5127	39.1	60
JRIU01000256.1	1	1724	284	1717	99.594	24.0974	39	34.1
JRIU01000255.1	1	68639	19184	68616	99.9665	41.2439	39.1	59.3
JRIU01000254.1	1	4950	3964	3420	69.0909	108.357	38.8	48.7
JRIU01000253.1	1	162921	44550	162403	99.6821	40.3023	39.1	59.9
JRIU01000252.1	1	102309	28332	102075	99.7713	40.3684	39.1	59
JRIU01000251.1	1	3620	990	3620	100	39.8887	39	60
JRIU01000250.1	1	1881	634	1881	100	47.0574	39.3	54.4
JRIU01000249.1	1	103684	29413	103310	99.6393	41.556	39.1	59.5
JRIU01000248.1	1	240	80	240	100	36.9833	39.1	41.8
JRIU01000247.1	1	126718	36577	126195	99.5873	41.9715	39.1	59.1
JRIU01000246.1	1	38089	10443	38089	100	40.3512	39.1	59.7
JRIU01000245.1	1	336	127	336	100	46.1429	38.7	50.4
JRIU01000244.1	1	40110	11670	40110	100	42.8083	39.1	59.9
JRIU01000243.1	1	9473	4531	9126	96.337	57.9534	39	51.1
JRIU01000242.1	1	26286	6507	26284	99.9924	36.4933	39.1	54.6
JRIU01000241.1	1	252	1165	252	100	226.984	39	47.1
JRIU01000240.1	1	61119	17802	60966	99.7497	42.4472	39.1	56.8
JRIU01000239.1	1	215	285	215	100	121.781	39.1	59.1
JRIU01000238.1	1	3011	965	2997	99.535	46.3906	39.1	12.3
JRIU01000237.1	1	25567	7255	25428	99.4563	41.8778	39.1	56.9
JRIU01000236.1	1	264	95	264	100	43.3409	39	47
JRIU01000235.1	1	74472	20564	74068	99.4575	40.5822	39.1	59.7
JRIU01000234.1	1	791	218	604	76.359	33.6549	39.1	57.3
JRIU01000233.1	1	5473	1555	5473	100	41.4365	39.1	59.4
JRIU01000232.1	1	3434	1365	3434	100	57.6418	39	33.2
JRIU01000231.1	1	272	317	272	100	93.9522	38.6	29.7
JRIU01000230.1	1	162216	41866	162146	99.9568	37.9562	39.1	59.9
JRIU01000229.1	1	15387	4060	15385	99.987	38.8633	39.1	57.4
JRIU01000228.1	1	58506	16703	58115	99.3317	40.8199	39.1	57.9
JRIU01000227.1	1	161315	46413	161133	99.8872	42.2784	39.1	59.8
JRIU01000226.1	1	4264	2577	2549	59.7795	78.4573	38.6	51.7
JRIU01000225.1	1	37117	10600	37117	100	42.0673	39.1	59.9
JRIU01000224.1	1	369	106	369	100	37.3279	39	53.8
JRIU01000223.1	1	1779	1096	1736	97.5829	68.9663	39	35.5
JRIU01000222.1	1	66247	17368	66247	100	38.6027	39.1	60
JRIU01000221.1	1	59649	15217	59631	99.9698	37.5723	39.1	59.6
JRIU01000220.1	1	74430	20506	74430	100	40.4569	39.1	59.8
JRIU01000219.1	1	68300	17767	68300	100	38.3473	39.1	60
JRIU01000218.1	1	251	65	251	100	30.0717	39.3	45.2
JRIU01000217.1	1	38622	10004	38603	99.9508	38.2086	39.1	58
JRIU01000216.1	1	85747	24444	84987	99.1137	39.0291	39.1	59.8
JRIU01000215.1	1	40602	13287	40508	99.7685	45.4751	39.1	57.9
JRIU01000214.1	1	1586	818	1006	63.43	67.0195	38.9	55.1
JRIU01000213.1	1	100299	27364	100185	99.8863	39.9647	39.1	59.4
JRIU01000212.1	1	97056	28279	96976	99.9176	42.3811	39.1	58.3
JRIU01000211.1	1	253	93	253	100	39.2174	39.1	46.5
JRIU01000210.1	1	26756	6627	26756	100	36.528	39.1	58.4
JRIU01000209.1	1	377	182	377	100	62.8992	39.1	59.4
JRIU01000208.1	1	46428	12840	46424	99.9914	40.6221	39.1	59.8
JRIU01000207.1	1	6441	1613	6420	99.674	36.3051	39.1	54.1
JRIU01000206.1	1	321	313	321	100	106.583	39.1	57.6
JRIU01000205.1	1	54996	10040	54586	99.2545	26.7989	39.1	9.61
JRIU01000204.1	1	236	74	236	100	41.5805	39.1	53.5
JRIU01000203.1	1	30927	8479	30603	98.9524	40.0739	39.1	59.7
JRIU01000202.1	1	18939	5922	18756	99.0337	42.5041	39	57.7
JRIU01000201.1	1	241589	67033	240989	99.7516	40.7688	39.1	59.3
JRIU01000200.1	1	18433	5146	17976	97.5208	40.768	39.1	59.8
JRIU01000199.1	1	103298	30271	102925	99.6389	42.8288	39.1	58.9
JRIU01000198.1	1	283	229	283	100	88.1837	39.3	59.8
JRIU01000197.1	1	211	513	211	100	222.232	39.1	37.5
JRIU01000196.1	1	1537	435	1207	78.5296	31.5329	39	41.6
JRIU01000195.1	1	17280	4796	17273	99.9595	40.9762	39.2	59.1
JRIU01000194.1	1	3526	960	3526	100	39.2187	39.1	59.1
JRIU01000193.1	1	2184	585	2084	95.4212	37.4034	39	57.5
JRIU01000192.1	1	114136	30902	114136	100	39.2445	39.1	59.4
JRIU01000191.1	1	172874	46287	172571	99.8247	39.0969	39.1	59.4
JRIU01000190.1	1	235	188	235	100	62.3277	39.1	34.4
JRIU01000189.1	1	9852	2859	9852	100	41.4866	39.1	58
JRIU01000188.1	1	93523	24096	93451	99.923	37.7709	39.1	59.8
JRIU01000187.1	1	24915	9724	24749	99.3337	53.37	39.1	46.7
JRIU01000186.1	1	75952	20318	75871	99.8934	39.0733	39.1	59.5
JRIU01000185.1	1	11680	4140	11680	100	50.3199	39.1	57.4
JRIU01000184.1	1	35488	9478	35451	99.8957	39.3037	39.1	57.5
JRIU01000183.1	1	110511	31326	109795	99.3521	41.3419	39.1	58
JRIU01000182.1	1	210	56	210	100	31.8571	39.2	49.1
JRIU01000181.1	1	230	785	230	100	318.822	38.9	42.4
JRIU01000180.1	1	8210	6843	4777	58.1851	111.188	38.9	58.7
JRIU01000179.1	1	4041	1354	4038	99.9258	49.24	39	8.95
JRIU01000178.1	1	15028	4206	14996	99.7871	40.7938	39	58.8
JRIU01000177.1	1	76725	20982	76344	99.5034	40.1491	39.1	59.7
JRIU01000176.1	1	126538	34111	126247	99.77	39.5772	39.1	59.8
JRIU01000175.1	1	3459	2158	3433	99.2483	80.8335	39.1	50.5
JRIU01000174.1	1	337	199	337	100	77.4214	39	59.6
JRIU01000173.1	1	346	105	346	100	37.2514	39.4	51
JRIU01000172.1	1	531	829	379	71.3748	145.375	38.7	20.2
JRIU01000171.1	1	269	475	269	100	201.093	39	32.9
JRIU01000170.1	1	20198	5250	20030	99.1682	38.1306	39.1	59.9
JRIU01000169.1	1	19962	5736	19958	99.98	42.3201	39.1	58.4
JRIU01000168.1	1	985	2101	698	70.8629	190.399	38.9	36.1
JRIU01000167.1	1	37245	10357	36910	99.1006	40.5566	39.1	59.5
JRIU01000166.1	1	20288	6687	19870	97.9397	40.5743	39.1	52.4
JRIU01000165.1	1	291	76	291	100	33.3058	38.8	43.3
JRIU01000164.1	1	133823	39072	133697	99.9058	43.0069	39.1	59.9
JRIU01000163.1	1	103880	26463	103666	99.794	37.4233	39.1	59.1
JRIU01000162.1	1	4815	1999	4814	99.9792	60.3337	39.1	42.4
JRIU01000161.1	1	3344	1068	3245	97.0395	44.0547	39.1	51.8
JRIU01000160.1	1	1049	676	776	73.9752	60.4433	38.9	55.7
JRIU01000159.1	1	1845	400	1821	98.6992	31.9523	39.1	18.1
JRIU01000158.1	1	117423	34638	117261	99.862	42.1085	39.1	59.8
JRIU01000157.1	1	307	222	307	100	88.3811	39.2	37
JRIU01000156.1	1	11105	2990	10893	98.091	38.7762	39.1	59.1
JRIU01000155.1	1	23523	5901	23523	100	36.9297	39.1	58.1
JRIU01000154.1	1	193654	51903	193570	99.9566	39.5284	39.1	59.8
JRIU01000153.1	1	4096	1052	4096	100	37.2554	39	59.7
JRIU01000152.1	1	4818	1286	4818	100	38.3728	39	58.7
JRIU01000151.1	1	6540	4858	6482	99.1131	93.6274	39.1	31
JRIU01000150.1	1	612	226	587	95.915	34.5392	38.8	46.8
JRIU01000149.1	1	23978	6494	23969	99.9625	39.9552	39.1	58.4
JRIU01000148.1	1	14492	3730	14486	99.9586	37.9346	39.1	57.2
JRIU01000147.1	1	40134	10391	40096	99.9053	38.1465	39.1	59.6
JRIU01000146.1	1	16573	4104	16573	100	36.4607	39.1	59.9
JRIU01000145.1	1	36783	10659	36267	98.5972	42.6227	39.1	59.8
JRIU01000144.1	1	32124	9078	32078	99.8568	40.2329	39.1	59.1
JRIU01000143.1	1	1433	330	1427	99.5813	33.5576	38.9	21.5
JRIU01000142.1	1	68880	22887	68858	99.9681	48.1182	39.1	58.4
JRIU01000141.1	1	71009	18347	70985	99.9662	37.9403	39.1	58.4
JRIU01000140.1	1	34873	9708	34831	99.8796	40.9152	39.1	59.9
JRIU01000139.1	1	270	321	246	91.1111	88.5519	39	59.5
JRIU01000138.1	1	49460	14028	48336	97.7275	41.1439	39.1	59.2
JRIU01000137.1	1	124619	30598	124408	99.8307	36.0012	39.1	43.1
JRIU01000136.1	1	10620	2810	10520	99.0584	35.6585	39	50.5
JRIU01000135.1	1	68146	17374	68146	100	37.5523	39.1	59.2
JRIU01000134.1	1	2850	3002	1786	62.6667	131.553	38.9	54.6
JRIU01000133.1	1	336272	97172	335800	99.8596	42.4474	39.1	59.7
JRIU01000132.1	1	36633	9093	36413	99.3994	36.4452	39.1	59.8
JRIU01000131.1	1	70561	17676	70404	99.7775	36.8482	39.1	59.5
JRIU01000130.1	1	434	531	388	89.4009	78.4724	38.1	22.3
JRIU01000129.1	1	20041	5582	20041	100	40.828	39.1	59.8
JRIU01000128.1	1	4176	1083	4176	100	37.3877	39.1	22.3
JRIU01000127.1	1	24131	6142	24109	99.9088	37.304	39.1	59.7
JRIU01000126.1	1	133998	35289	133921	99.9425	38.6296	39.1	59.5
JRIU01000125.1	1	43186	13496	42940	99.4304	43.2134	39	54.1
JRIU01000124.1	1	23266	6926	23049	99.0673	42.5586	39.1	58.5
JRIU01000123.1	1	117283	32739	117154	99.89	40.5539	39.1	59
JRIU01000122.1	1	140950	39413	140909	99.9709	41.1249	39.1	59.5
JRIU01000121.1	1	59584	15891	59561	99.9614	39.3209	39.1	59.9
JRIU01000120.1	1	9674	2960	9672	99.9793	44.676	39	39.1
JRIU01000119.1	1	385	232	337	87.5325	39.6104	39	50
JRIU01000118.1	1	1687	292	1676	99.348	25.1488	39.1	59.9
JRIU01000117.1	1	211	250	211	100	110.559	39.2	58.6
JRIU01000116.1	1	59626	19304	59339	99.5187	43.2426	39.1	55.5
JRIU01000115.1	1	16715	4644	16630	99.4915	40.1535	39.1	51.6
JRIU01000114.1	1	306	1180	306	100	277.703	38.7	35.8
JRIU01000113.1	1	306	657	306	100	214.252	39	29.5
JRIU01000112.1	1	7027	1750	6999	99.6015	36.7814	39.1	57.5
JRIU01000111.1	1	263	93	263	100	40.7452	39.2	60
JRIU01000110.1	1	6782	3102	6761	99.6904	67.3124	39	21.3
JRIU01000109.1	1	10760	3400	10623	98.7268	43.4112	39.1	55.2
JRIU01000108.1	1	29787	8111	29758	99.9026	40.0454	39.1	59.1
JRIU01000107.1	1	409	661	316	77.2616	98.6968	37.8	15.2
JRIU01000106.1	1	755	281	620	82.1192	47.6132	38.8	56.8
JRIU01000105.1	1	759	232	759	100	40.9051	39.2	55.1
JRIU01000104.1	1	42339	11263	42319	99.9528	38.9502	39.1	58.2
JRIU01000103.1	1	86887	22996	86705	99.7905	37.7895	39.1	58.9
JRIU01000102.1	1	416	96	313	75.2404	23.4591	39.1	41.7
JRIU01000101.1	1	79474	20472	79331	99.8201	37.9124	39.1	59.5
JRIU01000100.1	1	54648	15513	54370	99.4913	41.4793	39.1	59.4
JRIU01000099.1	1	89607	22962	89265	99.6183	37.0979	39.1	58.7
JRIU01000098.1	1	8525	2839	8393	98.4516	44.6413	39.1	50.4
JRIU01000097.1	1	46547	13200	46268	99.4006	41.5706	39.1	59.8
JRIU01000096.1	1	1312	283	1310	99.8476	31.4688	39.1	42.4
JRIU01000095.1	1	38291	11060	38184	99.7206	41.9663	39.1	58.5
JRIU01000094.1	1	79276	22844	79105	99.7843	41.8744	39.1	59.4
JRIU01000093.1	1	29202	7439	29200	99.9932	37.2195	39.1	59.1
JRIU01000092.1	1	49227	14173	49227	100	42.458	39.1	60
JRIU01000091.1	1	563	183	563	100	37.5737	39	49.5
JRIU01000090.1	1	4205	3543	2559	60.8561	109.243	38.7	56.2
JRIU01000089.1	1	127587	34469	127587	100	39.7361	39.1	59.3
JRIU01000088.1	1	190015	52047	189451	99.7032	39.4568	39.1	58.3
JRIU01000087.1	1	1754	874	1717	97.8905	69.984	39.1	48.3
JRIU01000086.1	1	184319	50023	183740	99.6859	39.7247	39.1	59.5
JRIU01000085.1	1	103145	27079	102832	99.6965	38.3291	39.1	59
JRIU01000084.1	1	25700	7609	25441	98.9922	41.9698	39.1	56.8
JRIU01000083.1	1	3222	2956	2004	62.1974	125.374	39	59.7
JRIU01000082.1	1	342	229	342	100	73.0819	39	59.3
JRIU01000081.1	1	1140	1118	1140	100	130.155	39.1	47.9
JRIU01000080.1	1	265	141	265	100	54.8415	39.1	42.5
JRIU01000079.1	1	14050	4539	14004	99.6726	45.6865	39.1	58.7
JRIU01000078.1	1	72546	20933	72499	99.9352	42.297	39.1	58.9
JRIU01000077.1	1	20828	6046	20828	100	42.6558	39.1	59.8
JRIU01000076.1	1	10056	2793	9888	98.3294	39.5015	39.1	53.1
JRIU01000075.1	1	39173	11835	38871	99.2291	44.0958	39.1	59.2
JRIU01000074.1	1	85433	23148	85242	99.7764	39.483	39.1	59.6
JRIU01000073.1	1	272	146	272	100	69.1728	39	58.4
JRIU01000072.1	1	150714	38703	150666	99.9682	37.8598	39.1	59.7
JRIU01000071.1	1	4256	1356	4234	99.4831	45.0136	39.1	57.2
JRIU01000070.1	1	71065	19552	70840	99.6834	40.4728	39.1	59.6
JRIU01000069.1	1	2222	948	2214	99.64	57.707	39	50.4
JRIU01000068.1	1	236	146	236	100	56.6992	39.1	39.4
JRIU01000067.1	1	67078	20450	66951	99.8107	44.0789	39.1	57.5
JRIU01000066.1	1	4142	1580	4142	100	54.7306	39.1	51.5
JRIU01000065.1	1	125219	33471	125219	100	39.37	39.1	59.7
JRIU01000064.1	1	108796	27885	108604	99.8235	37.7063	39.1	59.1
JRIU01000063.1	1	323	579	323	100	154.35	39.1	40.2
JRIU01000062.1	1	228550	65528	228179	99.8377	41.5192	39.1	59.9
JRIU01000061.1	1	344	939	327	95.0581	176.488	37.9	19.2
JRIU01000060.1	1	41077	10828	40982	99.7687	38.6522	39.1	59.4
JRIU01000059.1	1	213	50	213	100	28.77	38.9	51.3
JRIU01000058.1	1	78266	21603	77829	99.4416	40.4691	39.1	58.5
JRIU01000057.1	1	49255	13617	49173	99.8335	40.6703	39.1	59
JRIU01000056.1	1	89927	25482	89927	100	40.9324	39.1	58.1
JRIU01000055.1	1	66600	16199	66597	99.9955	35.8097	39.1	59.5
JRIU01000054.1	1	4663	1291	4663	100	40.2496	39.1	58.9
JRIU01000053.1	1	8106	2088	7837	96.6815	37.2459	39	59.3
JRIU01000052.1	1	65944	19059	65798	99.7786	42.171	39.1	59.6
JRIU01000051.1	1	230	401	174	75.6522	172.57	39.1	40.1
JRIU01000050.1	1	8978	3953	8978	100	62.1768	39.1	47.1
JRIU01000049.1	1	2689	845	2689	100	44.4165	39	57.8
JRIU01000048.1	1	16579	4711	16579	100	41.7895	39.1	59.9
JRIU01000047.1	1	47648	14137	47624	99.9496	43.4042	39.1	59.6
JRIU01000046.1	1	114207	32739	113897	99.7286	42.0823	39.1	59.7
JRIU01000045.1	1	19072	4958	19072	100	36.7111	39.2	59.8
JRIU01000044.1	1	392	205	392	100	57.8087	39	49.3
JRIU01000043.1	1	209686	58481	209355	99.8421	40.5004	39.1	58.4
JRIU01000042.1	1	1420	3445	1341	94.4366	252.992	38.8	37.4
JRIU01000041.1	1	80581	21245	80223	99.5557	38.5793	39.1	59.7
JRIU01000040.1	1	2684	4535	2515	93.7034	234.775	39	58.7
JRIU01000039.1	1	4389	3773	2514	57.2796	104.576	38.9	53.6
JRIU01000038.1	1	19970	5885	19945	99.8748	43.1447	39.1	59.6
JRIU01000037.1	1	243759	67443	243528	99.9052	40.7443	39.1	59.7
JRIU01000036.1	1	41874	11782	41539	99.2	41.4602	39.1	59.2
JRIU01000035.1	1	35501	10491	35297	99.4254	43.39	39.1	59.6
JRIU01000034.1	1	7726	2108	7726	100	39.8478	39.1	57
JRIU01000033.1	1	63080	16620	63068	99.981	38.8938	39.1	59.4
JRIU01000032.1	1	112697	30379	112323	99.6681	39.0761	39.1	59.5
JRIU01000031.1	1	128238	35296	126803	98.881	40.0037	39.1	59.2
JRIU01000030.1	1	102607	26751	101912	99.3227	38.3057	39.1	59.9
JRIU01000029.1	1	2889	1101	2889	100	55.5351	39.2	59.5
JRIU01000028.1	1	976	1505	676	69.2623	144.31	39.1	39.8
JRIU01000027.1	1	200129	55019	199869	99.8701	40.285	39.1	59.7
JRIU01000026.1	1	92597	23734	92360	99.7441	37.6749	39.1	59.7
JRIU01000025.1	1	697	294	674	96.7001	49.9986	39.1	51.6
JRIU01000024.1	1	7628	1893	7364	96.5391	36.1114	39.1	59.5
JRIU01000023.1	1	2917	813	2917	100	40.4436	39.1	59.3
JRIU01000022.1	1	2797	874	2797	100	44.2739	39	59.3
JRIU01000021.1	1	43940	12068	43915	99.9431	40.3579	39.1	58.9
JRIU01000020.1	1	582	327	405	69.5876	50.4107	39.2	52.2
JRIU01000019.1	1	99425	27524	99354	99.9286	40.5465	39.1	59.5
JRIU01000018.1	1	100695	27966	100417	99.7239	40.7449	39.1	59.8
JRIU01000017.1	1	1644	508	1586	96.472	39.6478	39.1	57.6
JRIU01000016.1	1	90696	26045	90254	99.5127	41.1306	39.1	58.9
JRIU01000015.1	1	339	159	339	100	50.9705	38.9	50.6
JRIU01000014.1	1	53418	14528	53371	99.912	40.076	39.1	59.4
JRIU01000013.1	1	8324	2370	8117	97.5132	41.6528	39.1	59.4
JRIU01000012.1	1	150181	41060	149970	99.8595	40.1082	39.1	59.8
JRIU01000011.1	1	1490	391	1466	98.3893	37.6953	39	42.5
JRIU01000010.1	1	32399	8990	32399	100	40.7876	39.1	54.6
JRIU01000009.1	1	57716	17007	57399	99.4508	43.2816	39.1	58.8
JRIU01000008.1	1	13055	3681	13030	99.8085	41.1358	39.1	59.5
JRIU01000007.1	1	260032	69915	259873	99.9389	39.3754	39.1	59.3
JRIU01000006.1	1	81554	21672	81363	99.7658	38.8366	39.1	58
JRIU01000005.1	1	679	225	679	100	41.7894	39	56.7
JRIU01000004.1	1	81668	22895	81434	99.7135	40.8776	39.1	58.6
JRIU01000003.1	1	65673	18726	65261	99.3726	40.9221	39.1	58.3
JRIU01000002.1	1	114563	29545	113714	99.2589	37.9295	39.1	59.2
JRIU01000001.1	1	9053	2876	9053	100	45.22	39.1	58.3
JRIU01000415.1	1	230	1335	230	100	702.522	39.2	58.7
JRIU01000413.1	1	686	1345	686	100	244.14	39	56.9
JRIU01000412.1	1	266	883	266	100	338.583	38.9	59.4
JRIU01000411.1	1	1143	4560	1143	100	576.342	39.1	60
JRIU01000410.1	1	201	714	201	100	417.025	39	59.9
JRIU01000408.1	1	1121	2334	1121	100	291.158	38.8	59.9
JRIU01000407.1	1	1511	7915	1511	100	748.588	39.1	59.9
JRIU01000406.1	1	4960	23341	4960	100	682.65	39.1	60
JRIU01000405.1	1	709	2564	709	100	477.233	39	56.8
JRIU01000404.1	1	3602	13328	3602	100	538.67	39	60
JRIU01000403.1	1	1135	3643	1135	100	449.074	39	60
JRIU01000402.1	1	2698	8082	2698	100	421.943	39.1	59.4
JRIU01000401.1	1	2066	5724	2066	100	398.847	39.1	60
JRIU01000400.1	1	6091	22860	6091	100	544.88	39	60
JRIU01000399.1	1	3589	15226	3589	100	615.601	39.1	59.9
JRIU01000398.1	1	724	1521	724	100	246.319	38.9	59.9
JRIU01000397.1	1	1785	4337	1785	100	345.806	39.1	56.4
JRIU01000396.1	1	4047	7990	3379	83.4939	285.359	39.1	57.5
JRIU01000395.1	1	314	859	314	100	309.755	38.8	46.8
JRIU01000394.1	1	3612	11938	3612	100	469.847	39.1	58
JRIU01000391.1	1	255	315	255	100	145.616	39.2	53.9
JRIU01000390.1	1	1850	1393	1187	64.1622	98.7638	38.9	47.5
