Scaffold,Start,End,Region_Size,Treatments,Treatment_Count,Avg_Enrichment,Max_Treatment,Max_Enrichment,Enrichment_Details
JRIU01000031.1,5600,6600,1000,"WT-37, WTA, STC, CAS",4,158.62441245519187,STC,184.65985714285713,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'STC': {'Fold_Enrichment': 184.65985714285713, 'Q_Value': 0.00026865440541201907}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000070.1,69800,70800,1000,"WT-37, WTA, STC, CAS",4,158.62441245519187,STC,184.65985714285713,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'STC': {'Fold_Enrichment': 184.65985714285713, 'Q_Value': 0.00026865440541201907}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000072.1,149600,150600,1000,"WT-37, WTA, STC, CAS",4,158.62441245519187,STC,184.65985714285713,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'STC': {'Fold_Enrichment': 184.65985714285713, 'Q_Value': 0.00026865440541201907}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000072.1,149400,150400,1000,"WT-37, WTA, STC, CAS",4,158.62441245519187,STC,184.65985714285713,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'STC': {'Fold_Enrichment': 184.65985714285713, 'Q_Value': 0.00026865440541201907}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000072.1,149200,150200,1000,"WT-37, WTA, STC, CAS",4,158.62441245519187,STC,184.65985714285713,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'STC': {'Fold_Enrichment': 184.65985714285713, 'Q_Value': 0.00026865440541201907}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000072.1,149000,150000,1000,"WT-37, WTA, STC, CAS",4,158.62441245519187,STC,184.65985714285713,"{'WT-37': {'Fold_Enrichment': 124.4232192513369, 'Q_Value': 0.000564935111609448}, 'WTA': {'Fold_Enrichment': 149.14834615384615, 'Q_Value': 0.0003619980386404542}, 'STC': {'Fold_Enrichment': 184.65985714285713, 'Q_Value': 0.00026865440541201907}, 'CAS': {'Fold_Enrichment': 176.26622727272726, 'Q_Value': 0.0002759347333236832}}"
JRIU01000004.1,45600,46600,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000004.1,45800,46800,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000004.1,46000,47000,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000004.1,46200,47200,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000004.1,46400,47400,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000375.1,0,1000,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000375.1,200,1200,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000036.1,40800,41800,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000036.1,40600,41600,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000036.1,40200,41200,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000036.1,40400,41400,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000123.1,93600,94600,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000116.1,17400,18400,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000116.1,17600,18600,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000116.1,17800,18800,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000116.1,18000,19000,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000116.1,18200,19200,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000115.1,13800,14800,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000115.1,14000,15000,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000115.1,14200,15200,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000123.1,93400,94400,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
JRIU01000115.1,14400,15400,1000,"WT-37, WTA, STC, CAS",4,79.31220622759594,STC,92.32992857142857,"{'WT-37': {'Fold_Enrichment': 62.21160962566845, 'Q_Value': 0.01594567013364312}, 'WTA': {'Fold_Enrichment': 74.57417307692307, 'Q_Value': 0.013319961773712086}, 'STC': {'Fold_Enrichment': 92.32992857142857, 'Q_Value': 0.010772283171733843}, 'CAS': {'Fold_Enrichment': 88.13311363636363, 'Q_Value': 0.011282344612465689}}"
